num_braccia,dimensione,profondita,temperatura
5,piccola,40.63840067455682,28.34344575152162
5,piccola,40.71892175966830,25.53873888123964
5,piccola,22.23945124410252,29.90730780331347
5,piccola,127.43408329554248,9.69549434081042
5,grande,5.13887244704407,33.42474307512363
5,piccola,51.40458981621794,25.66537947235258
5,grande,13.78741908481511,33.35996656733316
5,piccola,81.79723912924095,17.52065249423372
5,piccola,25.40129090773495,27.69303095194050
7,piccola,71.62440779226066,19.18662914819255
5,piccola,10.40856262654954,33.34149624579252
5,piccola,36.60599447968756,27.14402201136250
5,piccola,104.45789177500605,14.08559328202423
5,piccola,31.79914406672854,28.70000615318130
5,piccola,12.84144526802097,33.72251506546852
9,piccola,79.99463201570580,18.13417308759101
5,piccola,39.70110195072198,25.96973041602054
5,piccola,66.59990976541491,20.94737982995832
5,piccola,76.95619770919970,18.36682998674226
5,piccola,89.55417538049818,16.08197103352138
6,piccola,43.51673655498134,26.71753314535162
5,media,57.09128947137560,24.12299526021336
5,piccola,71.63389954913896,19.85305523235601
5,piccola,33.18688862424948,30.46772363502506
5,piccola,72.99114543012973,20.92711670943760
5,grande,58.44094351277722,23.37217339929338
5,grande,7.75382768045805,33.80920754437900
5,piccola,111.17059387046299,11.51100589896844
5,piccola,24.41374223458260,28.22757324076506
5,piccola,17.01499583030746,30.37481958075867
5,grande,54.38765012089026,24.34338087249406
5,piccola,90.61734538111970,16.76571014576570
5,piccola,48.30097619607876,25.84877177788625
5,piccola,26.03882650329760,30.14597161258935
5,piccola,28.16812461052500,29.07846235294543
5,piccola,71.14310685056361,20.01407985906004
5,media,15.12654916138399,32.64742446873896
5,piccola,109.23968413247422,12.63422088424588
5,piccola,15.55864877661282,30.63549910055058
5,piccola,10.34087692798946,31.13988537078682
5,piccola,97.77055993401036,15.30058064459002
5,piccola,51.16291340250861,25.38743425899692
5,piccola,6.15346353164432,34.85323303546754
5,piccola,64.79657888267090,21.91092301605871
5,piccola,131.19772730133266,9.47473881104435
5,grande,85.92309572851673,18.88590552039347
5,piccola,33.03330677695156,27.69667758298178
5,piccola,1.75394079484707,34.16106195080931
5,piccola,117.40511377585025,10.76360247466377
5,grande,99.16395538416457,15.79684275111198
7,piccola,46.76110568775904,25.39770416022094
5,piccola,46.15150207674791,25.65833634115175
5,piccola,84.33186608578242,16.49838133964644
5,piccola,50.25512082744141,23.52658148022886
8,grande,4.29610027948721,33.85421450182376
5,piccola,16.58289860339217,31.41733067537279
5,piccola,53.96642007698361,24.42937424343212
5,piccola,74.60943605909628,20.80038469922160
5,piccola,102.06439714463056,14.85412195490030
20,piccola,10.59714224612212,33.16336019478634
5,media,63.61420279236312,21.24585907172046
5,piccola,138.02594712844149,8.67569537497816
5,piccola,83.18393066231181,16.79244919217927
5,grande,8.70989148078674,33.67601935073094
5,piccola,43.97386548781222,24.84103626229036
5,piccola,18.20260009362079,30.80588113488898
5,piccola,13.75502112588034,31.61688058575740
5,grande,70.27142375916088,21.19634090141622
5,grande,118.66905494267610,12.50007486614261
5,media,18.05212073287896,30.32425982549772
13,piccola,51.98940421369844,24.27258717079276
5,piccola,54.91940156138033,25.36813113618586
10,piccola,1.97512422065764,33.05874432895787
5,media,13.22465566171284,30.64942178147836
5,piccola,48.81863750536996,24.13283158922664
5,piccola,67.73766773013384,22.51818620959881
5,piccola,35.09579776816180,27.61571136101540
5,piccola,78.87903034082655,19.14496057657262
5,piccola,26.90478496169521,30.11372508396864
5,piccola,35.67095795224296,28.47397014122548
5,piccola,70.33082914381171,19.82800256610660
5,grande,55.08822224273752,23.00811511497126
5,piccola,36.86113509408798,29.60924133492692
5,piccola,7.18903289887766,33.21602266091368
5,piccola,51.11657308435231,23.91888661214410
5,piccola,78.13671032382800,20.03891763562908
5,grande,121.76922838484855,9.51938050950218
5,piccola,110.92310280056148,13.70862734789565
5,piccola,129.60099022425962,11.38758101873942
5,piccola,2.89437924368762,34.14666406188742
5,grande,10.47755850803790,32.40805697538900
5,grande,10.46255919837794,32.62363747902706
13,piccola,89.55738905385016,17.52891118125651
6,media,56.94243016792739,23.13260737673490
5,piccola,62.93866085756164,21.96067413076604
5,piccola,49.86345299623322,25.01918130783869
20,grande,95.33493086383938,16.42356192188008
5,piccola,41.66180884095983,25.33255088028134
5,piccola,42.42366120184094,25.11838387066894
5,piccola,54.45575520632364,23.05951318336100
5,piccola,45.36806883704566,25.17036277282022
5,piccola,98.91498940047410,15.36268652793970
5,piccola,57.91248958848808,22.78844603056652
5,piccola,62.78941125277146,23.16820295044188
5,grande,50.19139742436624,22.98833188947706
5,grande,18.33780583255134,30.20970438851638
5,piccola,10.04377876234748,29.48364777862699
5,piccola,41.64077387989868,25.12052412600615
5,piccola,12.42702899814901,32.77691500481800
5,grande,42.04620271443737,26.69849321644831
5,piccola,52.59228808042198,23.64081793272002
5,piccola,28.09240610342890,30.13512290642046
5,piccola,63.72519083658014,21.45873847370240
5,piccola,5.75420048931292,32.91995646333160
5,piccola,48.17717166919245,24.10560913460524
5,grande,12.64223781836442,31.88917565497770
5,grande,42.75428830240648,26.66758795184526
5,piccola,114.46995633810164,10.39888886265704
5,media,43.97285787854345,24.09227431568834
5,piccola,83.53802686175661,16.47326170749516
5,media,112.27124514842910,11.91044142481198
5,grande,99.95360672449794,15.24828789294030
5,piccola,38.46168788431110,27.01151828031858
12,piccola,16.42644049747812,30.58717189997112
5,grande,55.75602650568536,23.60147443472439
5,piccola,35.90718887604448,26.15049015211128
11,piccola,86.75403621171404,16.37678967306144
5,piccola,20.69081703381172,32.87196777580907
5,grande,11.20613447519696,31.90000964319244
5,piccola,34.31933001367110,26.25207073990749
5,piccola,1.29255598105232,34.40503556163037
15,piccola,18.62478524502767,32.04015010344771
5,grande,42.92113895539069,26.89890044210377
5,grande,77.34166483110698,19.42410292515208
5,piccola,93.60392252390891,16.75013071144267
5,piccola,63.42920585633166,20.84777886137011
5,media,83.60621493849672,18.85768700582993
5,media,55.33400146005273,23.54421494012944
19,media,54.18422462991358,23.66828565722162
5,media,75.14090815784576,19.39956324572121
5,piccola,9.51785374588313,32.52343972792258
5,grande,43.86175332529421,26.10151654967269
5,piccola,20.44898481135461,31.09321095513306
5,piccola,49.69480355336340,24.02572434324804
5,media,29.60033467355138,28.21810918126660
5,piccola,111.79549552155660,11.70130103527784
5,grande,100.81584697761863,11.99146955799655
5,piccola,83.78528831574135,18.14884381526005
5,piccola,28.31132760888937,31.11695293581697
5,piccola,40.99374197289842,26.64419706802410
12,piccola,22.38465300714336,28.98705773681693
5,piccola,85.78062710892144,17.44146324344645
5,grande,16.06898988936949,31.62282503972843
5,piccola,23.38555795711214,29.04126252610436
5,piccola,8.11774518032212,31.82716393951150
5,media,63.39451650130081,22.21461748441034
5,piccola,24.76891978676354,29.71601131778573
5,piccola,63.08651477200245,23.10915579199551
18,piccola,20.24521591098793,30.28711867873680
5,media,75.67953016672311,18.94183623564046
5,piccola,45.19208667570038,24.57951362916958
5,grande,82.23070292993029,17.74901871400618
5,grande,112.23331384535307,11.20535643052983
5,piccola,53.11301437130659,23.95194651016911
5,piccola,24.80066750786518,30.31402295438594
5,piccola,84.82771436417335,16.03052611873646
5,piccola,5.00055625492979,35.25464093305316
5,piccola,68.72175544373530,20.49444292106445
5,grande,35.87604616067577,26.78827610486172
5,piccola,30.44043154181332,28.87144060362890
5,piccola,53.44274861208156,22.16061312868377
5,piccola,109.51647034563052,12.15743740880935
5,media,72.36127736022289,20.16136340334248
5,piccola,4.93567310008969,33.47158554557980
5,grande,50.99349765689180,26.41851010628764
5,piccola,24.85882724526264,29.80724958579456
20,piccola,5.95688807585877,35.37871150116172
5,grande,49.75979908562099,23.04379631893260
5,piccola,2.89415908888532,34.30251981780864
5,piccola,5.83553895302363,33.95111303676392
5,grande,58.48145466605348,23.53787350492608
5,piccola,33.16394023708866,28.37615904098997
5,piccola,122.92808350004609,9.15997049997002
5,piccola,0.81965683227229,34.76851672626578
5,piccola,38.97672527529376,28.19601922374351
6,grande,5.27625747342884,33.99080930470299
5,grande,2.35776992861179,35.68050459530801
5,grande,54.84036254324533,23.41246090923486
5,grande,22.99769513382834,30.38947473236027
5,piccola,36.22999930649308,27.54410064723489
5,piccola,97.84215028632252,15.54068844553424
5,grande,89.94868990770510,18.24598342432990
5,piccola,109.69636355985337,14.32125017113630
5,piccola,103.10762634323754,11.72108546265817
5,media,0.53768899859301,34.06083417729151
5,piccola,34.52012171671418,28.13855189433168
5,piccola,125.47119542525807,10.79598027061444
5,piccola,112.55021594606370,11.70901491514158
5,piccola,10.57379317192038,33.48747491316264
5,piccola,30.70717091065378,27.95403063192019
5,grande,9.05406785678756,33.39163117159420
5,piccola,14.90512740107008,31.59358377594458
5,piccola,75.33900142212661,19.78573071184290
5,piccola,6.99404503169936,32.07524292471976
5,media,6.17031019031626,33.83690742741497
5,piccola,18.39480571209822,30.79293688149468
5,piccola,43.91574101035096,25.64020185001914
5,grande,12.63851275710356,33.61212572867639
5,piccola,33.77548770769020,30.83450766623212
5,media,71.90605234770277,20.50622660817482
19,piccola,41.54798457057438,25.65940781851698
5,piccola,17.45490301716930,30.81728760459620
5,grande,74.31140708594515,18.59454055279880
5,piccola,25.14268624559241,28.99162681710842
5,piccola,40.64652236268382,26.79148602678306
5,piccola,60.66738580506744,22.98442787433195
5,piccola,79.22205212059140,19.03277079141470
5,piccola,87.65199422951869,16.24501629799022
5,piccola,40.52154962136418,26.58584042487192
5,piccola,46.26675094405997,24.15342626157948
5,piccola,6.24752140404569,33.17223136375660
5,grande,6.41816085116147,34.58996209960414
5,media,46.99850745308598,25.07565317938212
5,media,27.28701755353060,27.73383828621910
5,grande,75.35557546182852,18.93558204235535
5,piccola,91.77581941162443,16.03792133088742
5,piccola,95.24383750028746,16.97536675826524
5,piccola,2.96911393267339,33.78528115767830
5,grande,11.12346631494129,32.51472359723072
5,piccola,81.69723110664779,19.43529173547590
5,piccola,96.33992591870754,16.54504416019899
5,piccola,29.30380846603791,29.66317823012188
5,piccola,63.12957346730121,22.47186471079025
5,piccola,41.41209062478440,26.93484077784904
5,piccola,34.50443830190529,26.03591237699588
5,media,18.01918279677528,31.58635307915106
5,piccola,75.62756099314706,19.10870844343848
5,grande,25.80227975604582,31.43245989879276
5,piccola,4.63406991923602,32.26374880878376
5,piccola,10.18452643347738,34.01701428340077
5,piccola,59.17514661804042,22.85971327038904
5,media,29.20727793673298,28.39890839983323
5,piccola,43.64013533688256,25.06843411105120
5,media,19.30299554275637,30.74040573030005
5,piccola,45.36281779648203,25.38389032095711
5,piccola,73.11073908401553,20.41801438592070
7,piccola,9.28534356374096,33.30299921295812
5,piccola,28.46516593070423,31.10723485028196
5,piccola,97.39839464445917,14.26315567795013
5,grande,19.89133154419613,29.21008787805942
5,piccola,65.85095283311492,20.49513755576451
5,grande,11.83467564630388,32.37506784375504
5,piccola,117.67485407127489,11.37404101124384
5,piccola,58.02756452394220,23.40239411363517
5,piccola,81.13490069354452,17.52731493656052
5,grande,47.76764771960257,25.92460098139478
10,piccola,64.08426829286987,22.52694576397466
5,piccola,19.19015294760674,30.68388199404394
5,piccola,125.06554675425210,10.57836243165003
5,media,138.95913234948830,7.89280226476888
5,grande,99.76743919475877,14.72013212512210
5,grande,110.33669563236658,13.48036032541326
5,piccola,78.68208560171578,18.68798784343971
5,piccola,114.12380502672352,12.26012625937314
5,piccola,13.80492412365490,30.36182366963567
5,piccola,23.10036711637956,30.26070864956927
5,piccola,110.16753775242255,12.88030684806480
5,piccola,26.69547043544998,28.71901305622295
10,piccola,5.41509651550251,33.68315428924890
5,grande,35.18743636934194,27.64311604107458
5,grande,37.16914676668014,28.82999322666716
5,piccola,31.97611626329650,29.46267968709818
5,piccola,28.80497157831299,28.44887036781888
5,grande,19.38478278630959,28.78599743855120
18,piccola,77.26175469696128,18.33084563028381
5,grande,6.71371100339650,34.22586620694195
5,piccola,1.93715923019339,35.67443001938296
5,piccola,34.03142971550246,27.97103504324502
5,piccola,23.28151135986332,30.29810226206612
5,piccola,78.57921588760058,17.83387325387032
5,piccola,47.50667609188252,25.12494175268878
5,piccola,9.84305469226445,33.35380903653121
5,piccola,79.66096720831388,20.58009772377792
5,piccola,24.99757668857080,29.94734037264515
5,piccola,80.03307614792229,20.35857783961564
5,grande,123.80897018735010,10.92685136695972
5,piccola,48.34505010441460,24.21482933764908
5,piccola,21.11456910914604,31.70736027103990
5,piccola,31.62132821533860,28.96690236556642
5,piccola,51.72439551011324,25.05590282211187
5,media,8.18493632991199,33.48772183797610
5,piccola,5.84243126155492,33.62111391129431
5,piccola,2.32020971310697,34.86348537148908
5,piccola,93.47064834654807,16.93098420594647
5,media,98.19734277753975,13.51267055716774
5,grande,64.78867667631459,22.10056972459567
5,grande,28.38960079986281,30.90704630636138
5,piccola,25.21651500408119,30.45870960288028
5,piccola,63.08290092304678,21.97309205716129
5,piccola,117.92361759437912,10.89464147774474
5,grande,57.25379688105631,24.10405521665728
5,piccola,20.27454003526349,29.10581484051958
5,piccola,20.77272048352173,29.95020381596497
5,grande,52.76677805500949,24.12665654228150
9,piccola,82.76023351092877,16.91601297458484
5,piccola,104.84712157496918,12.64452278713747
5,piccola,120.43271571549616,11.36767454850804
5,piccola,25.72784874520562,31.26527172944208
5,piccola,53.72969198423325,25.20632084366016
5,media,25.17236662699918,28.03788797103848
5,piccola,35.37663354705951,26.30021087349822
5,piccola,67.30941792690282,20.46573125598885
5,grande,118.60344979970310,11.57555488808506
5,piccola,55.98547881847289,24.21392649644301
5,piccola,72.56829055516641,19.92448746484010
5,piccola,95.22159578329919,16.65031488972515
5,piccola,27.10700522997702,29.04425362622554
5,piccola,68.35730564181546,21.16937404056421
5,piccola,89.78025572273259,16.57213369445648
5,piccola,70.87951650547510,22.24853055412344
5,piccola,74.07471410763864,20.59360107826026
5,grande,58.57501176124987,22.21959064645773
5,piccola,45.48915302252677,25.15349298564466
15,piccola,37.50804852533796,28.54728963786379
5,piccola,10.91128873241173,33.31321220251803
5,piccola,63.03388131196830,22.59572301781480
5,grande,75.05701532793535,18.98592523650378
5,piccola,118.21101984956837,8.78452122876374
5,piccola,5.41229727280544,31.90393209338641
5,piccola,39.77001606592919,27.49463702253775
5,piccola,73.33355173969298,20.62957289636948
5,grande,86.16041583779059,19.66302291798181
5,piccola,28.36584020827098,29.46173105154545
5,media,23.48551080488374,30.46332955855164
5,piccola,63.82443834683566,21.82677858060590
5,grande,77.11583866134541,19.81129189568513
5,piccola,31.69878159671092,26.89573949635534
5,grande,130.48408825630884,8.21676978274429
5,piccola,74.86122878129368,20.09596549620017
8,piccola,51.76636777241532,24.52671196951932
5,piccola,35.91083281090892,27.10023254959582
5,piccola,59.79207193109413,21.50533835762303
5,grande,18.48093769433529,30.87655522865326
5,grande,45.58073185770925,26.25415867985998
5,piccola,25.16223283794646,30.59765825545172
5,grande,26.28153788413532,31.00729902031412
5,media,5.95178180394032,34.65969801452357
5,piccola,20.00762121489752,31.43988222168263
5,piccola,10.28946061611252,31.69003466058954
5,grande,4.72158030573196,33.12770542249990
5,grande,127.23428370368261,9.86481086791662
5,piccola,73.56021495183950,18.75575815241789
5,media,31.60686817239358,29.63982466306044
5,piccola,7.13796801934688,32.72235178511883
5,piccola,71.30262522693175,21.11018186903918
5,piccola,0.44751348825039,34.35025511227918
5,piccola,21.59872115401250,30.34142318353038
5,piccola,5.84779674294190,34.48413909356070
5,piccola,28.48689298904506,29.25700874630004
5,piccola,1.71478675996959,35.26890492262231
5,piccola,40.48038871769656,27.34706111858192
5,piccola,59.86108185472824,22.59864269580752
5,grande,12.15050556765270,32.41260568763465
5,piccola,54.75799012273954,25.75463516845368
5,grande,10.11145613547892,33.24172587598337
5,piccola,70.32886520690553,19.87360542753380
5,piccola,78.97462805617769,18.19534659579417
5,piccola,26.76958651741990,28.49629489248962
5,piccola,96.51145501041572,15.01176460426426
5,piccola,20.20486450086484,30.04352790298434
5,piccola,80.89651604062587,19.41004965214700
5,piccola,95.05031965080434,17.19876449786899
13,grande,9.78574191585129,33.11868236069098
5,grande,55.35949400775118,23.04507920029731
5,media,4.74035636163835,31.28061908407778
5,piccola,40.58152334549504,26.73845793202868
5,piccola,113.07300232449822,12.56680353887095
5,piccola,15.15219790207728,33.38644863036153
5,grande,26.39930198218294,27.89433008450241
5,media,121.80908000256630,10.26385517636685
5,piccola,76.86843416517820,19.23771311660303
5,media,2.64173747872573,33.27093614179282
5,piccola,37.49073292199188,27.89773774685818
5,piccola,27.65318479044581,28.82785122376088
5,media,80.05524830112753,18.48797302033822
5,piccola,65.68298495312791,21.71431571370869
5,grande,11.01069257088290,33.93325159085005
5,grande,61.08828448911769,21.26894586424078
5,piccola,3.40828676500823,33.10646388655542
5,media,33.18293528531396,29.04181997495433
5,piccola,15.49536282688809,32.74204934387648
5,piccola,82.93396370657831,16.72289087696357
5,piccola,49.42290783202807,24.64453992948616
5,media,44.35464955879236,26.80677028135287
5,piccola,16.24208534550320,33.60580825295552
5,piccola,82.52626639940132,18.87789854260796
12,media,93.88739855292911,15.39239473068261
5,media,1.26703145002740,33.49372715837979
5,piccola,44.94858350167975,27.62111033811622
5,piccola,2.98707461090408,34.72414325807608
5,grande,27.70320791291330,28.25631855923116
5,media,12.73377876732532,33.64622159938546
5,piccola,15.89386023938619,31.21668714822970
12,piccola,38.00092457292343,27.49276095561307
5,grande,11.25524605062399,32.73630261402271
5,piccola,71.03716524747824,19.81216510603070
5,piccola,73.29129296988191,21.28075978769384
5,piccola,12.22577424494121,34.03100273683809
5,piccola,45.91856299384544,25.65576318172424
5,piccola,17.52023774956480,31.66463450094454
5,piccola,38.90321724895707,28.21521995049178
5,piccola,108.64032338018971,13.60336437207544
5,piccola,16.92064669544801,32.22710477872788
5,grande,24.72197149274680,28.97406532333663
5,grande,119.94391773343034,8.63626882873523
5,piccola,59.97976568357630,22.10436505921737
5,piccola,63.30557745061987,21.05643911536240
5,piccola,78.60616668060652,17.89553386554775
5,piccola,16.64375871766656,32.97055917730860
5,piccola,76.48330196738587,20.04375831092654
5,piccola,18.09199994193300,32.95817765121414
5,piccola,62.22943910362657,23.49563953229061
5,piccola,12.29807479087221,33.51927496225268
5,piccola,25.19235688448518,29.96789272213850
5,piccola,18.52706726138544,30.07433561451914
5,piccola,38.42716961479306,27.08702781766397
5,media,54.95133220372031,24.01731523067088
5,piccola,42.38122902495014,25.80265410750394
5,piccola,16.69482791995670,32.36037208225822
6,piccola,55.17961825994298,22.03868698598146
5,grande,54.83984672121458,23.07434751379249
5,media,78.56358068955774,19.24738046725748
5,grande,37.25886000553566,27.53765140870250
5,piccola,86.78353913956173,17.59331047350277
5,media,5.05038698214807,32.71666459074650
5,piccola,33.64578149541247,27.79450503393714
5,media,83.05798858199128,18.16608021469835
5,piccola,90.63868352428290,14.97130255391376
5,media,84.16524868424747,17.39933590083650
5,piccola,4.48753808194320,31.88685707749416
5,grande,68.34680063724963,19.80653798513231
5,piccola,8.46456194603403,32.52243493776994
5,grande,24.71624046017314,29.75606516687364
5,grande,71.72186743407823,19.60800977831131
5,grande,52.20341391606072,25.45863407289460
5,grande,78.38007551993141,20.79527408246430
5,piccola,75.95189914344454,18.90483891092010
5,piccola,47.17195850971265,24.37503281814542
5,grande,75.18131376524619,20.47989379134095
5,piccola,20.71838914071970,31.83492481024786
5,piccola,2.08893414194207,34.22424750250904
5,piccola,29.47277484323037,29.20596167485296
5,piccola,9.94673780381196,31.95947291175618
5,piccola,48.52962414687452,26.37623679922398
5,piccola,36.47051582113378,26.72518484339820
5,piccola,85.06993993710842,18.22636690891418
5,piccola,17.01976027107736,32.18565090444178
5,piccola,35.56700564576096,25.99987189906466
5,piccola,106.74681972623581,10.90806566312260
5,piccola,69.26894108075953,20.59138028095739
5,piccola,33.92755215632510,28.24735643998453
5,piccola,29.54672290055666,29.78396211573394
5,grande,43.41175696081826,25.36891282642760
5,grande,76.66950618503543,19.04322581124561
5,piccola,13.26131961441128,31.89380452612919
5,grande,9.85919928464911,34.11855565568294
5,piccola,30.78199924040033,27.76010017125820
5,piccola,8.92616599392737,32.32844253032950
5,piccola,15.91224280766960,33.22346788640448
5,piccola,48.22485631491831,24.08017284147025
5,piccola,63.89347259817020,22.02035861445650
5,piccola,44.58157713122828,26.00454573490806
5,grande,115.94519034213016,9.96087683804947
5,piccola,8.35864345740078,35.26537635579885
7,piccola,37.03182810908882,26.76803500457082
5,piccola,80.20673153701782,17.57033413369395
5,piccola,11.35585456481948,32.73881365243360
20,grande,9.57174734123977,32.33872003952901
5,piccola,60.90521933970222,22.82810452152684
5,piccola,23.02981040475486,29.26555816088592
19,piccola,121.77533708089742,9.88965535693646
5,grande,10.56492781774214,33.28460474104440
5,media,44.27873241394657,24.86744757632479
5,piccola,80.37022170515286,18.23271186164227
5,piccola,61.24947236187950,22.25729702464169
7,piccola,20.25054725410321,30.29394657297130
5,piccola,22.07954360037438,29.22470034639204
6,piccola,114.04213672195183,11.90202642336419
5,piccola,10.28965229357418,31.83112096898668
5,piccola,63.55065533181855,22.08401672887972
5,media,104.88329872903884,14.67853029805587
5,grande,19.27823276063937,29.00518216682130
5,piccola,47.47975629982307,24.06388667983091
5,grande,51.93901765057918,24.28525980258575
5,media,21.78755857628318,31.20193091368522
5,piccola,21.98248924837840,31.28406188962134
5,piccola,51.49100538452348,24.46515585348580
5,piccola,49.23743857753955,25.40978379716808
5,piccola,6.97886343897964,33.86380790089382
5,piccola,2.24673089369514,35.23226681186834
5,piccola,48.23895830489410,27.09713292953538
5,grande,29.26147792667424,29.99441461328761
5,piccola,6.02688318897422,34.09019732534203
5,piccola,32.93060588540821,29.24583745291712
5,piccola,130.80248560467038,7.66530777336331
5,piccola,95.39099836194541,16.35022228191354
5,grande,18.96239358961222,31.70324786324659
5,piccola,16.62744130330145,31.63021046000095
5,piccola,89.78305383512628,14.93197209419495
5,piccola,14.71313457688472,32.30508850041718
5,media,76.15210452717471,17.49819573865168
5,grande,70.55248375987256,21.43241236002951
5,grande,99.31155926448989,14.55447221036442
10,grande,35.93305420421874,27.05632028564348
5,piccola,116.25872525737461,10.94072250801498
5,piccola,16.88114745342925,32.20496668039356
5,piccola,32.72431908716274,28.67244368171982
5,piccola,33.10340561972918,28.76301227006590
5,piccola,42.87253540905722,24.90204313801470
5,grande,26.33506848379992,30.15470621063842
5,piccola,22.05397236295780,30.09383177641926
5,grande,8.25015919607430,32.36738360702460
11,piccola,20.67389186210079,29.52810397085525
5,piccola,63.47940994553240,23.97022015780744
